Date,AGG,BND,VCIT,BNDX,VCSH,BSV,LQD,TIP,MBB,MUB,IGSB,SCHP,HYG,EMB,SHY,JPST,VTIP,IUSB,GOVT,IEF,TLT,VMBS,BIV,VTEB,MINT,VGSH,SHV,BIL,IGIB,IEI,JNK,VGIT,SCHZ,SCHO,USHY,SRLN,SPSB,STIP,CWB,BKLN,FLOT,HYLB,LMBS,USIG,SPAB,SUB,ISTB,BLV,SPIB,ICSH,SHYG,VCLT,ANGL,FIXD,SHM,FALN,NEAR,SJNK,SPTL,FTSM,BOND,TFI,SPMB,SCHR,IAGG,HYD,IVOL,EMLC,SPTS,SPIP,TOTL,SPTI,VWOB,GSY,FTSL,VNLA,PCY,IGLB,VGLT,PZA,SLQD,GVI,BAB,FLRN,FMB,HYLS,JMST,FBND,PULS,CMF,ITM,VUSB,HYMB,ICVT,HYS,GBIL,USFR,FLCB,EAGG,TBT,TLH,TDTT,PTBD,HYEM,EBND,EDV,STPZ,LDUR,DIAL,QLTA,IGOV,UITB,AGGY,SUSB,IGHG,HTRB,TIPX,FLCO,GTO,PHB,SPLB,BWX,LTPZ,HYDW,SUSC,IBDR,JMBS,CORP,IGBH,CMBS,SGOV,GIGB,AGZ,UCON,FLTR,TDTF,LQDH,VTC,TBF,MUNI,SCHJ,BSCQ,HYGV,BNDW,PWZ,SPHY,EUSB,NYF,SMMU,IBDS,LEMB,CEMB,IG,MMIN,GNMA,EMHY,VRIG,ULST,FTSD,WIP,GBF,SHYD,VBND,GOVZ,FLGV,SPBO,ZROZ,BSCR,TMF,NUAG,RAVI,ILTB,FMHI,SCHI,TMV,SMB,GSST,SKOR,JPIB,IBDT,FDHY,MEAR,FLTB,FCOR,FCVT,DEED,USTB,FEMB,NUBD,HCRB,JAAA,VCEB,TFLO,BGRN,MLN,MMIT,GCOR,IBD,PGHY,FLDR,BSCS,AGZD,TIPZ,HMOP,FLIA,XMPT,BWZ,LDSF,TTT,GHYB,BKAG,GHYG,STOT,HYZD,TAXF,EMHC,OPER,FUMB,EMNT,FSMB,JCPB,HYDB,SHAG,FLHY,IGEB,IBND,GTIP,JSCP,RVNU,KORP,BYLD,IBDU,OVB,RIGS,HYHG,HYGH,IBDV,BSJQ,AFIF,EMBD,IMTB,BNDC,PICB,IBMO,HYXF,FLMB,ELD,TBX,BSCT,PZT,RFCI,CBON,FCAL,HTAB,MBSD,IHY,IIGD,NUHY,FISR,JMUB,GRNB,EMTL,HYBB,AVIG,SCHQ,SHYL,FFIU,LQDI,IBMQ,ISHG,JPMB,PST,RDFI,PHYL,IBMP,LKOR,SJB,EMCB,FLMI,FLBL,ARCM,PBTP,SEIX,PVI,UBT,PFIG,BKHY,OVT,PIFI,BSJR,MBND,XOVR,THY,NUSA,AVSF,IHYF,MTGP,SPSK,FLRT,LGOV,IBTH,UJB,TYO,BSCU,AVMU,BSMQ,INMU,GSIG,KHYB,TYD,HYUP,NFLT,RTAI,JHCB,IBHF,UST,IBTI,BSMS,BSMR,IBTJ,ADFI,IBTG,VABS,BSMT,BSJS,MIG,OVM,BSMU,FIGB,AAA,BILS,MBBB,FSEC,TFJL,HYTR,TBJL,FLUD,IBTK,MINN,HISF,BBAG,BBCB,BBHY,FXED,GOVI,TBLL,VSHY
2002-08-02,,,,,,,37.77351760864258,,,,,,,,51.996273040771484,,,,,41.68855667114258,37.27873229980469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-09,,,,,,,37.700286865234375,,,,,,,,51.96437454223633,,,,,41.853302001953125,37.73664474487305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-16,,,,,,,37.780826568603516,,,,,,,,51.856075286865234,,,,,41.62862777709961,37.816673278808594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-23,,,,,,,38.505550384521484,,,,,,,,51.94529724121094,,,,,41.91318893432617,38.190101623535156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-30,,,,,,,38.68858337402344,,,,,,,,52.01537322998047,,,,,42.23773193359375,38.71476745605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-06,,,,,,,38.86112594604492,,,,,,,,52.07474899291992,,,,,42.52329635620117,39.050968170166016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-13,,,,,,,39.269535064697266,,,,,,,,52.08111572265625,,,,,42.87900161743164,39.64035415649414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-20,,,,,,,39.4240608215332,,,,,,,,52.208839416503906,,,,,43.2847785949707,39.87253189086914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-27,,,,,,,39.571258544921875,,,,,,,,52.32370376586914,,,,,43.610443115234375,40.20294189453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-04,,,,,,,39.34870529174805,,,,,,,,52.3427619934082,,,,,43.648887634277344,40.11851119995117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
