,Date,VIX,d_VIX
0,2016-04-15,13.619999885559082,
1,2016-04-22,13.220000267028809,-0.39999961853027344
2,2016-04-29,15.699999809265137,2.479999542236328
3,2016-05-06,14.720000267028809,-0.9799995422363281
4,2016-05-13,15.039999961853027,0.31999969482421875
5,2016-05-20,15.199999809265137,0.15999984741210938
6,2016-05-27,13.119999885559082,-2.0799999237060547
7,2016-06-03,13.470000267028809,0.35000038146972656
8,2016-06-10,17.030000686645508,3.560000419616699
9,2016-06-17,19.40999984741211,2.3799991607666016
10,2016-06-24,25.760000228881836,6.350000381469727
11,2016-07-01,14.770000457763672,-10.989999771118164
12,2016-07-08,13.199999809265137,-1.5700006484985352
13,2016-07-15,12.670000076293945,-0.5299997329711914
14,2016-07-22,12.020000457763672,-0.6499996185302734
15,2016-07-29,11.869999885559082,-0.15000057220458984
16,2016-08-05,11.390000343322754,-0.4799995422363281
17,2016-08-12,11.550000190734863,0.15999984741210938
18,2016-08-19,11.34000015258789,-0.21000003814697266
19,2016-08-26,13.649999618530273,2.309999465942383
20,2016-09-02,11.979999542236328,-1.6700000762939453
21,2016-09-09,17.5,5.520000457763672
22,2016-09-16,15.369999885559082,-2.130000114440918
23,2016-09-23,12.289999961853027,-3.0799999237060547
24,2016-09-30,13.289999961853027,1.0
25,2016-10-07,13.479999542236328,0.18999958038330078
26,2016-10-14,16.1200008392334,2.6400012969970703
27,2016-10-21,13.34000015258789,-2.780000686645508
28,2016-10-28,16.190000534057617,2.8500003814697266
29,2016-11-04,22.510000228881836,6.319999694824219
30,2016-11-11,14.170000076293945,-8.34000015258789
31,2016-11-18,12.850000381469727,-1.3199996948242188
32,2016-11-25,12.34000015258789,-0.5100002288818359
33,2016-12-02,14.119999885559082,1.7799997329711914
34,2016-12-09,11.75,-2.369999885559082
35,2016-12-16,12.199999809265137,0.4499998092651367
36,2016-12-23,11.4399995803833,-0.7600002288818359
37,2016-12-30,14.039999961853027,2.6000003814697266
38,2017-01-06,11.319999694824219,-2.7200002670288086
39,2017-01-13,11.229999542236328,-0.09000015258789062
40,2017-01-20,11.539999961853027,0.3100004196166992
41,2017-01-27,10.579999923706055,-0.9600000381469727
42,2017-02-03,10.970000267028809,0.3900003433227539
43,2017-02-10,10.850000381469727,-0.11999988555908203
44,2017-02-17,11.489999771118164,0.6399993896484375
45,2017-02-24,11.470000267028809,-0.01999950408935547
46,2017-03-03,10.960000038146973,-0.5100002288818359
47,2017-03-10,11.65999984741211,0.6999998092651367
48,2017-03-17,11.279999732971191,-0.38000011444091797
49,2017-03-24,12.960000038146973,1.6800003051757812
50,2017-03-31,12.369999885559082,-0.5900001525878906
51,2017-04-07,12.869999885559082,0.5
52,2017-04-14,15.960000038146973,3.0900001525878906
53,2017-04-21,14.630000114440918,-1.3299999237060547
54,2017-04-28,10.819999694824219,-3.810000419616699
55,2017-05-05,10.569999694824219,-0.25
56,2017-05-12,10.399999618530273,-0.1700000762939453
57,2017-05-19,12.039999961853027,1.640000343322754
58,2017-05-26,9.8100004196167,-2.229999542236328
59,2017-06-02,9.75,-0.06000041961669922
60,2017-06-09,10.699999809265137,0.9499998092651367
61,2017-06-16,10.380000114440918,-0.31999969482421875
62,2017-06-23,10.020000457763672,-0.3599996566772461
63,2017-06-30,11.180000305175781,1.1599998474121094
64,2017-07-07,11.1899995803833,0.009999275207519531
65,2017-07-14,9.510000228881836,-1.6799993515014648
66,2017-07-21,9.359999656677246,-0.15000057220458984
67,2017-07-28,10.289999961853027,0.9300003051757812
68,2017-08-04,10.029999732971191,-0.26000022888183594
69,2017-08-11,15.510000228881836,5.4800004959106445
70,2017-08-18,14.260000228881836,-1.25
71,2017-08-25,11.279999732971191,-2.9800004959106445
72,2017-09-01,10.130000114440918,-1.1499996185302734
73,2017-09-08,12.119999885559082,1.989999771118164
74,2017-09-15,10.170000076293945,-1.9499998092651367
75,2017-09-22,9.59000015258789,-0.5799999237060547
76,2017-09-29,9.510000228881836,-0.07999992370605469
77,2017-10-06,9.649999618530273,0.1399993896484375
78,2017-10-13,9.609999656677246,-0.039999961853027344
79,2017-10-20,9.970000267028809,0.3600006103515625
80,2017-10-27,9.800000190734863,-0.1700000762939453
81,2017-11-03,9.140000343322754,-0.6599998474121094
82,2017-11-10,11.289999961853027,2.1499996185302734
83,2017-11-17,11.430000305175781,0.1400003433227539
84,2017-11-24,9.670000076293945,-1.760000228881836
85,2017-12-01,11.430000305175781,1.760000228881836
86,2017-12-08,9.579999923706055,-1.8500003814697266
87,2017-12-15,9.420000076293945,-0.15999984741210938
88,2017-12-22,9.899999618530273,0.4799995422363281
89,2017-12-29,11.039999961853027,1.140000343322754
90,2018-01-05,9.220000267028809,-1.8199996948242188
91,2018-01-12,10.15999984741211,0.9399995803833008
92,2018-01-19,11.270000457763672,1.1100006103515625
93,2018-01-26,11.079999923706055,-0.1900005340576172
94,2018-02-02,17.309999465942383,6.229999542236328
95,2018-02-09,29.059999465942383,11.75
96,2018-02-16,19.459999084472656,-9.600000381469727
97,2018-02-23,16.489999771118164,-2.969999313354492
98,2018-03-02,19.59000015258789,3.1000003814697266
99,2018-03-09,14.640000343322754,-4.949999809265137
100,2018-03-16,15.800000190734863,1.1599998474121094
101,2018-03-23,24.8700008392334,9.070000648498535
102,2018-03-30,19.969999313354492,-4.900001525878906
103,2018-04-06,21.489999771118164,1.5200004577636719
104,2018-04-13,17.40999984741211,-4.079999923706055
105,2018-04-20,16.8799991607666,-0.5300006866455078
106,2018-04-27,15.40999984741211,-1.4699993133544922
107,2018-05-04,14.770000457763672,-0.6399993896484375
108,2018-05-11,12.649999618530273,-2.1200008392333984
109,2018-05-18,13.420000076293945,0.7700004577636719
110,2018-05-25,13.220000267028809,-0.19999980926513672
111,2018-06-01,13.460000038146973,0.23999977111816406
112,2018-06-08,12.180000305175781,-1.2799997329711914
113,2018-06-15,11.979999542236328,-0.20000076293945312
114,2018-06-22,13.770000457763672,1.7900009155273438
115,2018-06-29,16.09000015258789,2.3199996948242188
116,2018-07-06,13.369999885559082,-2.7200002670288086
117,2018-07-13,12.180000305175781,-1.1899995803833008
118,2018-07-20,12.859999656677246,0.6799993515014648
119,2018-07-27,13.029999732971191,0.1700000762939453
120,2018-08-03,11.640000343322754,-1.3899993896484375
121,2018-08-10,13.15999984741211,1.5199995040893555
122,2018-08-17,12.640000343322754,-0.5199995040893555
123,2018-08-24,11.989999771118164,-0.6500005722045898
124,2018-08-31,12.859999656677246,0.869999885559082
125,2018-09-07,14.880000114440918,2.020000457763672
126,2018-09-14,12.069999694824219,-2.810000419616699
127,2018-09-21,11.680000305175781,-0.3899993896484375
128,2018-09-28,12.119999885559082,0.4399995803833008
129,2018-10-05,14.819999694824219,2.6999998092651367
130,2018-10-12,21.309999465942383,6.489999771118164
131,2018-10-19,19.889999389648438,-1.4200000762939453
132,2018-10-26,24.15999984741211,4.270000457763672
133,2018-11-02,19.510000228881836,-4.649999618530273
134,2018-11-09,17.360000610351562,-2.1499996185302734
135,2018-11-16,18.139999389648438,0.779998779296875
136,2018-11-23,21.520000457763672,3.3800010681152344
137,2018-11-30,18.06999969482422,-3.450000762939453
138,2018-12-07,23.229999542236328,5.159999847412109
139,2018-12-14,21.6299991607666,-1.6000003814697266
140,2018-12-21,30.110000610351562,8.480001449584961
141,2018-12-28,28.34000015258789,-1.7700004577636719
142,2019-01-04,21.3799991607666,-6.960000991821289
143,2019-01-11,18.190000534057617,-3.1899986267089844
144,2019-01-18,17.799999237060547,-0.3900012969970703
145,2019-01-25,17.420000076293945,-0.37999916076660156
146,2019-02-01,16.139999389648438,-1.2800006866455078
147,2019-02-08,15.720000267028809,-0.4199991226196289
148,2019-02-15,14.90999984741211,-0.8100004196166992
149,2019-02-22,13.510000228881836,-1.3999996185302734
150,2019-03-01,13.569999694824219,0.05999946594238281
151,2019-03-08,16.049999237060547,2.479999542236328
152,2019-03-15,12.880000114440918,-3.169999122619629
153,2019-03-22,16.479999542236328,3.59999942779541
154,2019-03-29,13.710000038146973,-2.7699995040893555
155,2019-04-05,12.819999694824219,-0.8900003433227539
156,2019-04-12,12.010000228881836,-0.8099994659423828
157,2019-04-19,12.09000015258789,0.07999992370605469
158,2019-04-26,12.729999542236328,0.6399993896484375
159,2019-05-03,12.869999885559082,0.1400003433227539
160,2019-05-10,16.040000915527344,3.1700010299682617
161,2019-05-17,15.960000038146973,-0.0800008773803711
162,2019-05-24,15.850000381469727,-0.1099996566772461
163,2019-05-31,18.709999084472656,2.8599987030029297
164,2019-06-07,16.299999237060547,-2.4099998474121094
165,2019-06-14,15.279999732971191,-1.0199995040893555
166,2019-06-21,15.399999618530273,0.11999988555908203
167,2019-06-28,15.079999923706055,-0.31999969482421875
168,2019-07-05,13.279999732971191,-1.8000001907348633
169,2019-07-12,12.390000343322754,-0.8899993896484375
170,2019-07-19,14.449999809265137,2.059999465942383
171,2019-07-26,12.15999984741211,-2.2899999618530273
172,2019-08-02,17.610000610351562,5.450000762939453
173,2019-08-09,17.969999313354492,0.3599987030029297
174,2019-08-16,18.469999313354492,0.5
175,2019-08-23,19.8700008392334,1.4000015258789062
176,2019-08-30,18.979999542236328,-0.8900012969970703
177,2019-09-06,15.0,-3.979999542236328
178,2019-09-13,13.739999771118164,-1.260000228881836
179,2019-09-20,15.319999694824219,1.5799999237060547
180,2019-09-27,17.219999313354492,1.8999996185302734
181,2019-10-04,17.040000915527344,-0.17999839782714844
182,2019-10-11,15.579999923706055,-1.460000991821289
183,2019-10-18,14.25,-1.3299999237060547
184,2019-10-25,12.649999618530273,-1.6000003814697266
185,2019-11-01,12.300000190734863,-0.34999942779541016
186,2019-11-08,12.069999694824219,-0.23000049591064453
187,2019-11-15,12.050000190734863,-0.01999950408935547
188,2019-11-22,12.34000015258789,0.28999996185302734
189,2019-11-29,12.619999885559082,0.2799997329711914
190,2019-12-06,13.619999885559082,1.0
191,2019-12-13,12.630000114440918,-0.9899997711181641
192,2019-12-20,12.510000228881836,-0.11999988555908203
193,2019-12-27,13.430000305175781,0.9200000762939453
194,2020-01-03,14.020000457763672,0.5900001525878906
195,2020-01-10,12.5600004196167,-1.4600000381469727
196,2020-01-17,12.100000381469727,-0.46000003814697266
197,2020-01-24,14.5600004196167,2.4600000381469727
198,2020-01-31,18.84000015258789,4.279999732971191
199,2020-02-07,15.470000267028809,-3.369999885559082
200,2020-02-14,13.680000305175781,-1.7899999618530273
201,2020-02-21,17.079999923706055,3.3999996185302734
202,2020-02-28,40.11000061035156,23.030000686645508
203,2020-03-06,41.939998626708984,1.8299980163574219
204,2020-03-13,57.83000183105469,15.890003204345703
205,2020-03-20,66.04000091552734,8.209999084472656
206,2020-03-27,65.54000091552734,-0.5
207,2020-04-03,46.79999923706055,-18.740001678466797
208,2020-04-10,41.66999816894531,-5.130001068115234
209,2020-04-17,38.150001525878906,-3.5199966430664062
210,2020-04-24,35.93000030517578,-2.220001220703125
211,2020-05-01,37.189998626708984,1.2599983215332031
212,2020-05-08,27.979999542236328,-9.209999084472656
213,2020-05-15,31.889999389648438,3.9099998474121094
214,2020-05-22,28.15999984741211,-3.729999542236328
215,2020-05-29,27.510000228881836,-0.6499996185302734
216,2020-06-05,24.520000457763672,-2.989999771118164
217,2020-06-12,36.09000015258789,11.569999694824219
218,2020-06-19,35.119998931884766,-0.970001220703125
219,2020-06-26,34.72999954223633,-0.3899993896484375
220,2020-07-03,27.68000030517578,-7.049999237060547
221,2020-07-10,27.290000915527344,-0.3899993896484375
222,2020-07-17,25.68000030517578,-1.6100006103515625
223,2020-07-24,25.84000015258789,0.15999984741210938
224,2020-07-31,24.459999084472656,-1.3800010681152344
225,2020-08-07,22.209999084472656,-2.25
226,2020-08-14,22.049999237060547,-0.15999984741210938
227,2020-08-21,22.540000915527344,0.4900016784667969
228,2020-08-28,22.959999084472656,0.4199981689453125
229,2020-09-04,30.75,7.790000915527344
230,2020-09-11,26.8700008392334,-3.8799991607666016
231,2020-09-18,25.829999923706055,-1.0400009155273438
232,2020-09-25,26.3799991607666,0.5499992370605469
233,2020-10-02,27.6299991607666,1.25
234,2020-10-09,25.0,-2.6299991607666016
235,2020-10-16,27.40999984741211,2.4099998474121094
236,2020-10-23,27.549999237060547,0.1399993896484375
237,2020-10-30,38.02000045776367,10.470001220703125
238,2020-11-06,24.860000610351562,-13.15999984741211
239,2020-11-13,23.100000381469727,-1.760000228881836
240,2020-11-20,23.700000762939453,0.6000003814697266
241,2020-11-27,20.84000015258789,-2.8600006103515625
242,2020-12-04,20.790000915527344,-0.049999237060546875
243,2020-12-11,23.309999465942383,2.519998550415039
244,2020-12-18,21.56999969482422,-1.739999771118164
245,2020-12-25,21.530000686645508,-0.03999900817871094
246,2021-01-01,22.75,1.2199993133544922
247,2021-01-08,21.559999465942383,-1.1900005340576172
248,2021-01-15,24.34000015258789,2.780000686645508
249,2021-01-22,21.90999984741211,-2.4300003051757812
250,2021-01-29,33.09000015258789,11.180000305175781
251,2021-02-05,20.8700008392334,-12.219999313354492
252,2021-02-12,19.969999313354492,-0.9000015258789062
253,2021-02-19,22.049999237060547,2.0799999237060547
254,2021-02-26,27.950000762939453,5.900001525878906
255,2021-03-05,24.65999984741211,-3.2900009155273438
256,2021-03-12,20.690000534057617,-3.969999313354492
257,2021-03-19,20.950000762939453,0.26000022888183594
