,Date,ANFCI
1674,2003-02-07,-0.551
1675,2003-02-14,-0.556
1676,2003-02-21,-0.563
1677,2003-02-28,-0.573
1678,2003-03-07,-0.586
1679,2003-03-14,-0.604
1680,2003-03-21,-0.629
1681,2003-03-28,-0.66
1682,2003-04-04,-0.699
1683,2003-04-11,-0.739
1684,2003-04-18,-0.777
1685,2003-04-25,-0.806
1686,2003-05-02,-0.823
1687,2003-05-09,-0.825
1688,2003-05-16,-0.817
1689,2003-05-23,-0.803
1690,2003-05-30,-0.788
1691,2003-06-06,-0.772
1692,2003-06-13,-0.76
1693,2003-06-20,-0.752
1694,2003-06-27,-0.749
1695,2003-07-04,-0.748
1696,2003-07-11,-0.751
1697,2003-07-18,-0.754
1698,2003-07-25,-0.754
1699,2003-08-01,-0.748
1700,2003-08-08,-0.739
1701,2003-08-15,-0.728
1702,2003-08-22,-0.717
1703,2003-08-29,-0.709
1704,2003-09-05,-0.705
1705,2003-09-12,-0.706
1706,2003-09-19,-0.708
1707,2003-09-26,-0.711
1708,2003-10-03,-0.713
1709,2003-10-10,-0.716
1710,2003-10-17,-0.72
1711,2003-10-24,-0.723
1712,2003-10-31,-0.726
1713,2003-11-07,-0.726
1714,2003-11-14,-0.721
1715,2003-11-21,-0.712
1716,2003-11-28,-0.701
1717,2003-12-05,-0.688
1718,2003-12-12,-0.679
1719,2003-12-19,-0.674
1720,2003-12-26,-0.673
1721,2004-01-02,-0.676
1722,2004-01-09,-0.679
1723,2004-01-16,-0.685
1724,2004-01-23,-0.693
1725,2004-01-30,-0.703
1726,2004-02-06,-0.716
1727,2004-02-13,-0.731
1728,2004-02-20,-0.743
1729,2004-02-27,-0.751
1730,2004-03-05,-0.754
1731,2004-03-12,-0.754
1732,2004-03-19,-0.755
1733,2004-03-26,-0.756
1734,2004-04-02,-0.759
1735,2004-04-09,-0.76
1736,2004-04-16,-0.754
1737,2004-04-23,-0.74
1738,2004-04-30,-0.722
1739,2004-05-07,-0.703
1740,2004-05-14,-0.69
1741,2004-05-21,-0.686
1742,2004-05-28,-0.689
1743,2004-06-04,-0.697
1744,2004-06-11,-0.702
1745,2004-06-18,-0.702
1746,2004-06-25,-0.699
1747,2004-07-02,-0.697
1748,2004-07-09,-0.699
1749,2004-07-16,-0.705
1750,2004-07-23,-0.717
1751,2004-07-30,-0.731
1752,2004-08-06,-0.742
1753,2004-08-13,-0.748
1754,2004-08-20,-0.751
1755,2004-08-27,-0.75
1756,2004-09-03,-0.744
1757,2004-09-10,-0.736
1758,2004-09-17,-0.727
1759,2004-09-24,-0.716
1760,2004-10-01,-0.704
1761,2004-10-08,-0.693
1762,2004-10-15,-0.684
1763,2004-10-22,-0.68
1764,2004-10-29,-0.679
1765,2004-11-05,-0.682
1766,2004-11-12,-0.69
1767,2004-11-19,-0.697
1768,2004-11-26,-0.705
1769,2004-12-03,-0.71
1770,2004-12-10,-0.711
1771,2004-12-17,-0.706
1772,2004-12-24,-0.698
1773,2004-12-31,-0.69
1774,2005-01-07,-0.684
1775,2005-01-14,-0.683
1776,2005-01-21,-0.689
1777,2005-01-28,-0.7
1778,2005-02-04,-0.712
1779,2005-02-11,-0.721
1780,2005-02-18,-0.721
1781,2005-02-25,-0.712
1782,2005-03-04,-0.692
1783,2005-03-11,-0.666
1784,2005-03-18,-0.637
1785,2005-03-25,-0.611
1786,2005-04-01,-0.589
1787,2005-04-08,-0.573
1788,2005-04-15,-0.564
1789,2005-04-22,-0.562
1790,2005-04-29,-0.563
1791,2005-05-06,-0.568
1792,2005-05-13,-0.571
1793,2005-05-20,-0.571
1794,2005-05-27,-0.569
1795,2005-06-03,-0.561
1796,2005-06-10,-0.552
1797,2005-06-17,-0.543
1798,2005-06-24,-0.539
1799,2005-07-01,-0.539
1800,2005-07-08,-0.543
1801,2005-07-15,-0.55
1802,2005-07-22,-0.556
1803,2005-07-29,-0.559
1804,2005-08-05,-0.557
1805,2005-08-12,-0.552
1806,2005-08-19,-0.541
1807,2005-08-26,-0.525
1808,2005-09-02,-0.505
1809,2005-09-09,-0.484
1810,2005-09-16,-0.464
1811,2005-09-23,-0.453
1812,2005-09-30,-0.454
1813,2005-10-07,-0.471
1814,2005-10-14,-0.499
1815,2005-10-21,-0.531
1816,2005-10-28,-0.559
1817,2005-11-04,-0.578
1818,2005-11-11,-0.583
1819,2005-11-18,-0.573
1820,2005-11-25,-0.552
1821,2005-12-02,-0.524
1822,2005-12-09,-0.49
1823,2005-12-16,-0.458
1824,2005-12-23,-0.432
1825,2005-12-30,-0.414
1826,2006-01-06,-0.409
1827,2006-01-13,-0.415
1828,2006-01-20,-0.428
1829,2006-01-27,-0.444
1830,2006-02-03,-0.459
1831,2006-02-10,-0.472
1832,2006-02-17,-0.484
1833,2006-02-24,-0.494
1834,2006-03-03,-0.503
1835,2006-03-10,-0.509
1836,2006-03-17,-0.51
1837,2006-03-24,-0.507
1838,2006-03-31,-0.499
1839,2006-04-07,-0.49
1840,2006-04-14,-0.483
1841,2006-04-21,-0.478
1842,2006-04-28,-0.474
1843,2006-05-05,-0.466
1844,2006-05-12,-0.456
1845,2006-05-19,-0.438
1846,2006-05-26,-0.417
1847,2006-06-02,-0.395
1848,2006-06-09,-0.375
1849,2006-06-16,-0.36
1850,2006-06-23,-0.352
1851,2006-06-30,-0.352
1852,2006-07-07,-0.361
1853,2006-07-14,-0.376
1854,2006-07-21,-0.397
1855,2006-07-28,-0.421
1856,2006-08-04,-0.443
1857,2006-08-11,-0.462
1858,2006-08-18,-0.473
1859,2006-08-25,-0.478
1860,2006-09-01,-0.477
1861,2006-09-08,-0.474
1862,2006-09-15,-0.473
1863,2006-09-22,-0.478
1864,2006-09-29,-0.488
1865,2006-10-06,-0.505
1866,2006-10-13,-0.525
1867,2006-10-20,-0.543
1868,2006-10-27,-0.556
1869,2006-11-03,-0.558
1870,2006-11-10,-0.548
1871,2006-11-17,-0.525
1872,2006-11-24,-0.491
1873,2006-12-01,-0.453
1874,2006-12-08,-0.419
1875,2006-12-15,-0.4
1876,2006-12-22,-0.397
1877,2006-12-29,-0.408
1878,2007-01-05,-0.429
1879,2007-01-12,-0.453
1880,2007-01-19,-0.477
1881,2007-01-26,-0.499
1882,2007-02-02,-0.518
1883,2007-02-09,-0.533
1884,2007-02-16,-0.537
1885,2007-02-23,-0.528
1886,2007-03-02,-0.503
1887,2007-03-09,-0.473
1888,2007-03-16,-0.446
1889,2007-03-23,-0.432
1890,2007-03-30,-0.433
1891,2007-04-06,-0.442
1892,2007-04-13,-0.445
1893,2007-04-20,-0.434
1894,2007-04-27,-0.406
1895,2007-05-04,-0.367
1896,2007-05-11,-0.333
1897,2007-05-18,-0.311
1898,2007-05-25,-0.3
1899,2007-06-01,-0.294
1900,2007-06-08,-0.287
1901,2007-06-15,-0.27
1902,2007-06-22,-0.252
1903,2007-06-29,-0.243
1904,2007-07-06,-0.246
1905,2007-07-13,-0.244
1906,2007-07-20,-0.212
1907,2007-07-27,-0.116
1908,2007-08-03,0.052
1909,2007-08-10,0.272
1910,2007-08-17,0.507
1911,2007-08-24,0.693
1912,2007-08-31,0.77
1913,2007-09-07,0.755
1914,2007-09-14,0.659
1915,2007-09-21,0.518
1916,2007-09-28,0.394
1917,2007-10-05,0.301
1918,2007-10-12,0.247
1919,2007-10-19,0.235
1920,2007-10-26,0.264
1921,2007-11-02,0.341
1922,2007-11-09,0.48
1923,2007-11-16,0.661
1924,2007-11-23,0.861
1925,2007-11-30,1.028
1926,2007-12-07,1.118
1927,2007-12-14,1.115
1928,2007-12-21,1.038
1929,2007-12-28,0.926
1930,2008-01-04,0.838
1931,2008-01-11,0.792
1932,2008-01-18,0.796
1933,2008-01-25,0.834
1934,2008-02-01,0.873
1935,2008-02-08,0.931
1936,2008-02-15,1.021
1937,2008-02-22,1.16
1938,2008-02-29,1.336
1939,2008-03-07,1.522
1940,2008-03-14,1.655
1941,2008-03-21,1.697
1942,2008-03-28,1.631
1943,2008-04-04,1.5
1944,2008-04-11,1.351
1945,2008-04-18,1.226
1946,2008-04-25,1.132
1947,2008-05-02,1.06
1948,2008-05-09,0.996
1949,2008-05-16,0.923
1950,2008-05-23,0.865
1951,2008-05-30,0.854
1952,2008-06-06,0.917
1953,2008-06-13,1.028
1954,2008-06-20,1.164
1955,2008-06-27,1.276
1956,2008-07-04,1.315
1957,2008-07-11,1.286
1958,2008-07-18,1.227
1959,2008-07-25,1.163
1960,2008-08-01,1.129
1961,2008-08-08,1.125
1962,2008-08-15,1.124
1963,2008-08-22,1.142
1964,2008-08-29,1.191
1965,2008-09-05,1.321
1966,2008-09-12,1.581
1967,2008-09-19,2.006
1968,2008-09-26,2.467
1969,2008-10-03,2.907
1970,2008-10-10,3.224
1971,2008-10-17,3.353
1972,2008-10-24,3.341
1973,2008-10-31,3.324
1974,2008-11-07,3.36
1975,2008-11-14,3.505
1976,2008-11-21,3.733
1977,2008-11-28,3.887
1978,2008-12-05,3.932
1979,2008-12-12,3.814
1980,2008-12-19,3.562
1981,2008-12-26,3.279
1982,2009-01-02,3.064
1983,2009-01-09,2.913
1984,2009-01-16,2.826
1985,2009-01-23,2.763
1986,2009-01-30,2.693
1987,2009-02-06,2.634
1988,2009-02-13,2.624
1989,2009-02-20,2.674
1990,2009-02-27,2.77
1991,2009-03-06,2.869
1992,2009-03-13,2.886
1993,2009-03-20,2.807
1994,2009-03-27,2.642
1995,2009-04-03,2.44
1996,2009-04-10,2.242
1997,2009-04-17,2.084
1998,2009-04-24,1.959
1999,2009-05-01,1.834
2000,2009-05-08,1.692
2001,2009-05-15,1.541
2002,2009-05-22,1.396
2003,2009-05-29,1.301
2004,2009-06-05,1.261
2005,2009-06-12,1.268
2006,2009-06-19,1.296
2007,2009-06-26,1.29
2008,2009-07-03,1.233
2009,2009-07-10,1.125
2010,2009-07-17,0.986
2011,2009-07-24,0.849
2012,2009-07-31,0.744
2013,2009-08-07,0.679
2014,2009-08-14,0.642
2015,2009-08-21,0.613
2016,2009-08-28,0.572
2017,2009-09-04,0.52
2018,2009-09-11,0.461
2019,2009-09-18,0.407
2020,2009-09-25,0.37
2021,2009-10-02,0.355
2022,2009-10-09,0.344
2023,2009-10-16,0.33
2024,2009-10-23,0.308
2025,2009-10-30,0.284
2026,2009-11-06,0.257
2027,2009-11-13,0.235
2028,2009-11-20,0.219
2029,2009-11-27,0.201
2030,2009-12-04,0.169
2031,2009-12-11,0.118
2032,2009-12-18,0.052
2033,2009-12-25,-0.015
2034,2010-01-01,-0.067
2035,2010-01-08,-0.094
2036,2010-01-15,-0.088
2037,2010-01-22,-0.058
2038,2010-01-29,-0.029
2039,2010-02-05,-0.013
2040,2010-02-12,-0.022
2041,2010-02-19,-0.058
2042,2010-02-26,-0.107
2043,2010-03-05,-0.161
2044,2010-03-12,-0.212
2045,2010-03-19,-0.259
2046,2010-03-26,-0.306
2047,2010-04-02,-0.352
2048,2010-04-09,-0.386
2049,2010-04-16,-0.392
2050,2010-04-23,-0.359
2051,2010-04-30,-0.28
2052,2010-05-07,-0.168
2053,2010-05-14,-0.057
2054,2010-05-21,0.04
2055,2010-05-28,0.099
2056,2010-06-04,0.117
2057,2010-06-11,0.112
2058,2010-06-18,0.083
2059,2010-06-25,0.046
2060,2010-07-02,0.005
2061,2010-07-09,-0.05
2062,2010-07-16,-0.11
2063,2010-07-23,-0.163
2064,2010-07-30,-0.2
2065,2010-08-06,-0.213
2066,2010-08-13,-0.203
2067,2010-08-20,-0.186
2068,2010-08-27,-0.176
2069,2010-09-03,-0.183
2070,2010-09-10,-0.209
2071,2010-09-17,-0.242
2072,2010-09-24,-0.271
2073,2010-10-01,-0.294
2074,2010-10-08,-0.311
2075,2010-10-15,-0.329
2076,2010-10-22,-0.35
2077,2010-10-29,-0.372
2078,2010-11-05,-0.386
2079,2010-11-12,-0.388
2080,2010-11-19,-0.384
2081,2010-11-26,-0.38
2082,2010-12-03,-0.388
2083,2010-12-10,-0.414
2084,2010-12-17,-0.451
2085,2010-12-24,-0.489
2086,2010-12-31,-0.521
2087,2011-01-07,-0.54
2088,2011-01-14,-0.554
2089,2011-01-21,-0.571
2090,2011-01-28,-0.593
2091,2011-02-04,-0.615
2092,2011-02-11,-0.628
2093,2011-02-18,-0.616
2094,2011-02-25,-0.58
2095,2011-03-04,-0.535
2096,2011-03-11,-0.495
2097,2011-03-18,-0.475
2098,2011-03-25,-0.486
2099,2011-04-01,-0.513
2100,2011-04-08,-0.543
2101,2011-04-15,-0.563
2102,2011-04-22,-0.567
2103,2011-04-29,-0.566
2104,2011-05-06,-0.568
2105,2011-05-13,-0.575
2106,2011-05-20,-0.585
2107,2011-05-27,-0.588
2108,2011-06-03,-0.578
2109,2011-06-10,-0.553
2110,2011-06-17,-0.531
2111,2011-06-24,-0.522
2112,2011-07-01,-0.533
2113,2011-07-08,-0.551
2114,2011-07-15,-0.551
2115,2011-07-22,-0.517
2116,2011-07-29,-0.441
2117,2011-08-05,-0.333
2118,2011-08-12,-0.22
2119,2011-08-19,-0.135
2120,2011-08-26,-0.074
2121,2011-09-02,-0.04
2122,2011-09-09,-0.011
2123,2011-09-16,0.016
2124,2011-09-23,0.042
2125,2011-09-30,0.047
2126,2011-10-07,0.023
2127,2011-10-14,-0.031
2128,2011-10-21,-0.088
2129,2011-10-28,-0.128
2130,2011-11-04,-0.131
2131,2011-11-11,-0.104
2132,2011-11-18,-0.062
2133,2011-11-25,-0.027
2134,2011-12-02,-0.023
2135,2011-12-09,-0.038
2136,2011-12-16,-0.063
2137,2011-12-23,-0.093
2138,2011-12-30,-0.125
2139,2012-01-06,-0.163
2140,2012-01-13,-0.215
2141,2012-01-20,-0.278
2142,2012-01-27,-0.34
2143,2012-02-03,-0.383
2144,2012-02-10,-0.405
2145,2012-02-17,-0.408
2146,2012-02-24,-0.407
2147,2012-03-02,-0.416
2148,2012-03-09,-0.433
2149,2012-03-16,-0.455
2150,2012-03-23,-0.468
2151,2012-03-30,-0.461
2152,2012-04-06,-0.439
2153,2012-04-13,-0.41
2154,2012-04-20,-0.385
2155,2012-04-27,-0.362
2156,2012-05-04,-0.337
2157,2012-05-11,-0.3
2158,2012-05-18,-0.25
2159,2012-05-25,-0.201
2160,2012-06-01,-0.163
2161,2012-06-08,-0.15
2162,2012-06-15,-0.167
2163,2012-06-22,-0.205
2164,2012-06-29,-0.246
2165,2012-07-06,-0.283
2166,2012-07-13,-0.305
2167,2012-07-20,-0.322
2168,2012-07-27,-0.336
2169,2012-08-03,-0.357
2170,2012-08-10,-0.383
2171,2012-08-17,-0.412
2172,2012-08-24,-0.438
2173,2012-08-31,-0.46
2174,2012-09-07,-0.481
2175,2012-09-14,-0.505
2176,2012-09-21,-0.532
2177,2012-09-28,-0.559
2178,2012-10-05,-0.584
2179,2012-10-12,-0.598
2180,2012-10-19,-0.603
2181,2012-10-26,-0.595
2182,2012-11-02,-0.586
2183,2012-11-09,-0.579
2184,2012-11-16,-0.577
2185,2012-11-23,-0.584
2186,2012-11-30,-0.592
2187,2012-12-07,-0.6
2188,2012-12-14,-0.608
2189,2012-12-21,-0.616
2190,2012-12-28,-0.624
2191,2013-01-04,-0.639
2192,2013-01-11,-0.652
2193,2013-01-18,-0.661
2194,2013-01-25,-0.665
2195,2013-02-01,-0.662
2196,2013-02-08,-0.658
2197,2013-02-15,-0.66
2198,2013-02-22,-0.67
2199,2013-03-01,-0.685
2200,2013-03-08,-0.707
2201,2013-03-15,-0.726
2202,2013-03-22,-0.739
2203,2013-03-29,-0.748
2204,2013-04-05,-0.756
2205,2013-04-12,-0.767
2206,2013-04-19,-0.78
2207,2013-04-26,-0.798
2208,2013-05-03,-0.814
2209,2013-05-10,-0.825
2210,2013-05-17,-0.823
2211,2013-05-24,-0.806
2212,2013-05-31,-0.776
2213,2013-06-07,-0.737
2214,2013-06-14,-0.698
2215,2013-06-21,-0.669
2216,2013-06-28,-0.658
2217,2013-07-05,-0.665
2218,2013-07-12,-0.687
2219,2013-07-19,-0.716
2220,2013-07-26,-0.742
2221,2013-08-02,-0.756
2222,2013-08-09,-0.759
2223,2013-08-16,-0.753
2224,2013-08-23,-0.744
2225,2013-08-30,-0.739
2226,2013-09-06,-0.74
2227,2013-09-13,-0.746
2228,2013-09-20,-0.754
2229,2013-09-27,-0.76
2230,2013-10-04,-0.764
2231,2013-10-11,-0.772
2232,2013-10-18,-0.786
2233,2013-10-25,-0.804
2234,2013-11-01,-0.824
2235,2013-11-08,-0.843
2236,2013-11-15,-0.856
2237,2013-11-22,-0.864
2238,2013-11-29,-0.869
2239,2013-12-06,-0.876
2240,2013-12-13,-0.886
2241,2013-12-20,-0.9
2242,2013-12-27,-0.912
2243,2014-01-03,-0.915
2244,2014-01-10,-0.909
2245,2014-01-17,-0.896
2246,2014-01-24,-0.881
2247,2014-01-31,-0.873
2248,2014-02-07,-0.875
2249,2014-02-14,-0.883
2250,2014-02-21,-0.891
2251,2014-02-28,-0.893
2252,2014-03-07,-0.883
2253,2014-03-14,-0.866
2254,2014-03-21,-0.849
2255,2014-03-28,-0.833
2256,2014-04-04,-0.825
2257,2014-04-11,-0.819
2258,2014-04-18,-0.812
2259,2014-04-25,-0.804
2260,2014-05-02,-0.795
2261,2014-05-09,-0.788
2262,2014-05-16,-0.788
2263,2014-05-23,-0.797
2264,2014-05-30,-0.811
2265,2014-06-06,-0.823
2266,2014-06-13,-0.831
2267,2014-06-20,-0.829
2268,2014-06-27,-0.821
2269,2014-07-04,-0.807
2270,2014-07-11,-0.792
2271,2014-07-18,-0.779
2272,2014-07-25,-0.768
2273,2014-08-01,-0.761
2274,2014-08-08,-0.762
2275,2014-08-15,-0.769
2276,2014-08-22,-0.779
2277,2014-08-29,-0.789
2278,2014-09-05,-0.796
2279,2014-09-12,-0.793
2280,2014-09-19,-0.78
2281,2014-09-26,-0.76
2282,2014-10-03,-0.739
2283,2014-10-10,-0.725
2284,2014-10-17,-0.719
2285,2014-10-24,-0.726
2286,2014-10-31,-0.74
2287,2014-11-07,-0.756
2288,2014-11-14,-0.766
2289,2014-11-21,-0.763
2290,2014-11-28,-0.751
2291,2014-12-05,-0.731
2292,2014-12-12,-0.706
2293,2014-12-19,-0.682
2294,2014-12-26,-0.663
2295,2015-01-02,-0.646
2296,2015-01-09,-0.629
2297,2015-01-16,-0.612
2298,2015-01-23,-0.599
2299,2015-01-30,-0.591
2300,2015-02-06,-0.591
2301,2015-02-13,-0.599
2302,2015-02-20,-0.61
2303,2015-02-27,-0.62
2304,2015-03-06,-0.623
2305,2015-03-13,-0.621
2306,2015-03-20,-0.618
2307,2015-03-27,-0.617
2308,2015-04-03,-0.619
2309,2015-04-10,-0.623
2310,2015-04-17,-0.624
2311,2015-04-24,-0.621
2312,2015-05-01,-0.612
2313,2015-05-08,-0.601
2314,2015-05-15,-0.594
2315,2015-05-22,-0.593
2316,2015-05-29,-0.594
2317,2015-06-05,-0.594
2318,2015-06-12,-0.589
2319,2015-06-19,-0.577
2320,2015-06-26,-0.563
2321,2015-07-03,-0.546
2322,2015-07-10,-0.536
2323,2015-07-17,-0.532
2324,2015-07-24,-0.525
2325,2015-07-31,-0.511
2326,2015-08-07,-0.488
2327,2015-08-14,-0.459
2328,2015-08-21,-0.426
2329,2015-08-28,-0.399
2330,2015-09-04,-0.384
2331,2015-09-11,-0.38
2332,2015-09-18,-0.383
2333,2015-09-25,-0.392
2334,2015-10-02,-0.402
2335,2015-10-09,-0.418
2336,2015-10-16,-0.433
2337,2015-10-23,-0.447
2338,2015-10-30,-0.462
2339,2015-11-06,-0.471
2340,2015-11-13,-0.471
2341,2015-11-20,-0.461
2342,2015-11-27,-0.442
2343,2015-12-04,-0.413
2344,2015-12-11,-0.379
2345,2015-12-18,-0.348
2346,2015-12-25,-0.322
2347,2016-01-01,-0.305
2348,2016-01-08,-0.293
2349,2016-01-15,-0.281
2350,2016-01-22,-0.267
2351,2016-01-29,-0.253
2352,2016-02-05,-0.237
2353,2016-02-12,-0.226
2354,2016-02-19,-0.231
2355,2016-02-26,-0.246
2356,2016-03-04,-0.266
2357,2016-03-11,-0.286
2358,2016-03-18,-0.299
2359,2016-03-25,-0.3
2360,2016-04-01,-0.293
2361,2016-04-08,-0.281
2362,2016-04-15,-0.272
2363,2016-04-22,-0.266
2364,2016-04-29,-0.263
2365,2016-05-06,-0.261
2366,2016-05-13,-0.26
2367,2016-05-20,-0.256
2368,2016-05-27,-0.25
2369,2016-06-03,-0.242
2370,2016-06-10,-0.234
2371,2016-06-17,-0.224
2372,2016-06-24,-0.219
2373,2016-07-01,-0.217
2374,2016-07-08,-0.222
2375,2016-07-15,-0.233
2376,2016-07-22,-0.244
2377,2016-07-29,-0.255
2378,2016-08-05,-0.261
2379,2016-08-12,-0.26
2380,2016-08-19,-0.252
2381,2016-08-26,-0.239
2382,2016-09-02,-0.224
2383,2016-09-09,-0.213
2384,2016-09-16,-0.208
2385,2016-09-23,-0.209
2386,2016-09-30,-0.218
2387,2016-10-07,-0.233
2388,2016-10-14,-0.25
2389,2016-10-21,-0.27
2390,2016-10-28,-0.295
2391,2016-11-04,-0.322
2392,2016-11-11,-0.351
2393,2016-11-18,-0.376
2394,2016-11-25,-0.395
2395,2016-12-02,-0.405
2396,2016-12-09,-0.408
2397,2016-12-16,-0.405
2398,2016-12-23,-0.399
2399,2016-12-30,-0.395
2400,2017-01-06,-0.39
2401,2017-01-13,-0.386
2402,2017-01-20,-0.382
2403,2017-01-27,-0.38
2404,2017-02-03,-0.379
2405,2017-02-10,-0.382
2406,2017-02-17,-0.386
2407,2017-02-24,-0.389
2408,2017-03-03,-0.394
2409,2017-03-10,-0.396
2410,2017-03-17,-0.397
2411,2017-03-24,-0.398
2412,2017-03-31,-0.403
2413,2017-04-07,-0.409
2414,2017-04-14,-0.418
2415,2017-04-21,-0.426
2416,2017-04-28,-0.436
2417,2017-05-05,-0.447
2418,2017-05-12,-0.458
2419,2017-05-19,-0.47
2420,2017-05-26,-0.484
2421,2017-06-02,-0.493
2422,2017-06-09,-0.498
2423,2017-06-16,-0.501
2424,2017-06-23,-0.503
2425,2017-06-30,-0.51
2426,2017-07-07,-0.521
2427,2017-07-14,-0.534
2428,2017-07-21,-0.544
2429,2017-07-28,-0.544
2430,2017-08-04,-0.532
2431,2017-08-11,-0.513
2432,2017-08-18,-0.492
2433,2017-08-25,-0.477
2434,2017-09-01,-0.47
2435,2017-09-08,-0.471
2436,2017-09-15,-0.479
2437,2017-09-22,-0.49
2438,2017-09-29,-0.502
2439,2017-10-06,-0.517
2440,2017-10-13,-0.534
2441,2017-10-20,-0.553
2442,2017-10-27,-0.571
2443,2017-11-03,-0.588
2444,2017-11-10,-0.601
2445,2017-11-17,-0.608
2446,2017-11-24,-0.611
2447,2017-12-01,-0.612
2448,2017-12-08,-0.612
2449,2017-12-15,-0.615
2450,2017-12-22,-0.621
2451,2017-12-29,-0.629
2452,2018-01-05,-0.636
2453,2018-01-12,-0.635
2454,2018-01-19,-0.626
2455,2018-01-26,-0.609
2456,2018-02-02,-0.585
2457,2018-02-09,-0.559
2458,2018-02-16,-0.54
2459,2018-02-23,-0.523
2460,2018-03-02,-0.507
2461,2018-03-09,-0.49
2462,2018-03-16,-0.472
2463,2018-03-23,-0.454
2464,2018-03-30,-0.443
2465,2018-04-06,-0.441
2466,2018-04-13,-0.452
2467,2018-04-20,-0.472
2468,2018-04-27,-0.493
2469,2018-05-04,-0.511
2470,2018-05-11,-0.522
2471,2018-05-18,-0.527
2472,2018-05-25,-0.526
2473,2018-06-01,-0.52
2474,2018-06-08,-0.515
2475,2018-06-15,-0.508
2476,2018-06-22,-0.502
2477,2018-06-29,-0.499
2478,2018-07-06,-0.503
2479,2018-07-13,-0.514
2480,2018-07-20,-0.531
2481,2018-07-27,-0.552
2482,2018-08-03,-0.572
2483,2018-08-10,-0.587
2484,2018-08-17,-0.595
2485,2018-08-24,-0.599
2486,2018-08-31,-0.603
2487,2018-09-07,-0.609
2488,2018-09-14,-0.617
2489,2018-09-21,-0.623
2490,2018-09-28,-0.624
2491,2018-10-05,-0.618
2492,2018-10-12,-0.605
2493,2018-10-19,-0.591
2494,2018-10-26,-0.578
2495,2018-11-02,-0.569
2496,2018-11-09,-0.562
2497,2018-11-16,-0.547
2498,2018-11-23,-0.522
2499,2018-11-30,-0.491
2500,2018-12-07,-0.457
2501,2018-12-14,-0.432
2502,2018-12-21,-0.421
2503,2018-12-28,-0.426
2504,2019-01-04,-0.444
2505,2019-01-11,-0.466
2506,2019-01-18,-0.487
2507,2019-01-25,-0.506
2508,2019-02-01,-0.524
2509,2019-02-08,-0.542
2510,2019-02-15,-0.562
2511,2019-02-22,-0.58
2512,2019-03-01,-0.593
2513,2019-03-08,-0.597
2514,2019-03-15,-0.595
2515,2019-03-22,-0.592
2516,2019-03-29,-0.592
2517,2019-04-05,-0.598
2518,2019-04-12,-0.608
2519,2019-04-19,-0.618
2520,2019-04-26,-0.621
2521,2019-05-03,-0.619
2522,2019-05-10,-0.61
2523,2019-05-17,-0.6
2524,2019-05-24,-0.593
2525,2019-05-31,-0.588
2526,2019-06-07,-0.586
2527,2019-06-14,-0.585
2528,2019-06-21,-0.583
2529,2019-06-28,-0.582
2530,2019-07-05,-0.585
2531,2019-07-12,-0.589
2532,2019-07-19,-0.591
2533,2019-07-26,-0.59
2534,2019-08-02,-0.58
2535,2019-08-09,-0.565
2536,2019-08-16,-0.547
2537,2019-08-23,-0.538
2538,2019-08-30,-0.537
2539,2019-09-06,-0.548
2540,2019-09-13,-0.56
2541,2019-09-20,-0.568
2542,2019-09-27,-0.567
2543,2019-10-04,-0.56
2544,2019-10-11,-0.554
2545,2019-10-18,-0.558
2546,2019-10-25,-0.576
2547,2019-11-01,-0.6
2548,2019-11-08,-0.62
2549,2019-11-15,-0.626
2550,2019-11-22,-0.613
2551,2019-11-29,-0.586
2552,2019-12-06,-0.558
2553,2019-12-13,-0.543
2554,2019-12-20,-0.544
2555,2019-12-27,-0.556
2556,2020-01-03,-0.569
2557,2020-01-10,-0.576
2558,2020-01-17,-0.58
2559,2020-01-24,-0.588
2560,2020-01-31,-0.604
2561,2020-02-07,-0.622
2562,2020-02-14,-0.615
2563,2020-02-21,-0.545
2564,2020-02-28,-0.391
2565,2020-03-06,-0.172
2566,2020-03-13,0.08
2567,2020-03-20,0.306
2568,2020-03-27,0.443
2569,2020-04-03,0.483
2570,2020-04-10,0.435
2571,2020-04-17,0.337
2572,2020-04-24,0.23
2573,2020-05-01,0.123
2574,2020-05-08,0.018
2575,2020-05-15,-0.087
2576,2020-05-22,-0.202
2577,2020-05-29,-0.315
2578,2020-06-05,-0.407
2579,2020-06-12,-0.459
2580,2020-06-19,-0.477
2581,2020-06-26,-0.474
2582,2020-07-03,-0.471
2583,2020-07-10,-0.483
2584,2020-07-17,-0.507
2585,2020-07-24,-0.537
2586,2020-07-31,-0.557
2587,2020-08-07,-0.562
2588,2020-08-14,-0.563
2589,2020-08-21,-0.572
2590,2020-08-28,-0.597
2591,2020-09-04,-0.635
2592,2020-09-11,-0.668
2593,2020-09-18,-0.683
2594,2020-09-25,-0.669
2595,2020-10-02,-0.631
2596,2020-10-09,-0.58
2597,2020-10-16,-0.538
2598,2020-10-23,-0.513
2599,2020-10-30,-0.504
2600,2020-11-06,-0.505
2601,2020-11-13,-0.509
2602,2020-11-20,-0.507
2603,2020-11-27,-0.501
2604,2020-12-04,-0.495
2605,2020-12-11,-0.495
2606,2020-12-18,-0.499
2607,2020-12-25,-0.504
2608,2021-01-01,-0.507
2609,2021-01-08,-0.506
2610,2021-01-15,-0.505
2611,2021-01-22,-0.507
2612,2021-01-29,-0.514
2613,2021-02-05,-0.532
2614,2021-02-12,-0.548
2615,2021-02-19,-0.561
