,Date,ANFCI
2616,2021-02-26,-0.566
2617,2021-03-05,-0.565
2618,2021-03-12,-0.561
2619,2021-03-19,-0.558
2620,2021-03-26,-0.56
2621,2021-04-02,-0.565
2622,2021-04-09,-0.569
2623,2021-04-16,-0.569
2624,2021-04-23,-0.564
2625,2021-04-30,-0.558
2626,2021-05-07,-0.555
2627,2021-05-14,-0.555
2628,2021-05-21,-0.562
2629,2021-05-28,-0.572
2630,2021-06-04,-0.582
2631,2021-06-11,-0.587
2632,2021-06-18,-0.589
2633,2021-06-25,-0.591
2634,2021-07-02,-0.593
2635,2021-07-09,-0.598
2636,2021-07-16,-0.603
2637,2021-07-23,-0.605
2638,2021-07-30,-0.603
2639,2021-08-06,-0.6
2640,2021-08-13,-0.601
2641,2021-08-20,-0.608
2642,2021-08-27,-0.625
2643,2021-09-03,-0.646
2644,2021-09-10,-0.664
2645,2021-09-17,-0.674
2646,2021-09-24,-0.673
2647,2021-10-01,-0.666
2648,2021-10-08,-0.657
2649,2021-10-15,-0.649
2650,2021-10-22,-0.642
2651,2021-10-29,-0.631
2652,2021-11-05,-0.611
2653,2021-11-12,-0.582
2654,2021-11-19,-0.549
2655,2021-11-26,-0.519
2656,2021-12-03,-0.503
2657,2021-12-10,-0.505
2658,2021-12-17,-0.52
2659,2021-12-24,-0.538
2660,2021-12-31,-0.55
2661,2022-01-07,-0.553
2662,2022-01-14,-0.546
2663,2022-01-21,-0.535
2664,2022-01-28,-0.522
2665,2022-02-04,-0.506
2666,2022-02-11,-0.477
2667,2022-02-18,-0.431
2668,2022-02-25,-0.373
2669,2022-03-04,-0.311
2670,2022-03-11,-0.266
2671,2022-03-18,-0.25
2672,2022-03-25,-0.259
2673,2022-04-01,-0.281
2674,2022-04-08,-0.295
2675,2022-04-15,-0.286
2676,2022-04-22,-0.255
2677,2022-04-29,-0.211
2678,2022-05-06,-0.173
2679,2022-05-13,-0.152
2680,2022-05-20,-0.146
2681,2022-05-27,-0.139
2682,2022-06-03,-0.121
2683,2022-06-10,-0.088
2684,2022-06-17,-0.049
2685,2022-06-24,-0.023
2686,2022-07-01,-0.028
2687,2022-07-08,-0.064
2688,2022-07-15,-0.121
2689,2022-07-22,-0.179
2690,2022-07-29,-0.22
2691,2022-08-05,-0.24
2692,2022-08-12,-0.243
2693,2022-08-19,-0.238
2694,2022-08-26,-0.23
2695,2022-09-02,-0.22
2696,2022-09-09,-0.204
2697,2022-09-16,-0.173
2698,2022-09-23,-0.133
2699,2022-09-30,-0.093
2700,2022-10-07,-0.067
2701,2022-10-14,-0.063
2702,2022-10-21,-0.084
2703,2022-10-28,-0.117
2704,2022-11-04,-0.153
2705,2022-11-11,-0.18
2706,2022-11-18,-0.192
2707,2022-11-25,-0.193
2708,2022-12-02,-0.192
2709,2022-12-09,-0.195
2710,2022-12-16,-0.206
2711,2022-12-23,-0.223
2712,2022-12-30,-0.244
2713,2023-01-06,-0.263
2714,2023-01-13,-0.28
2715,2023-01-20,-0.293
2716,2023-01-27,-0.305
2717,2023-02-03,-0.313
2718,2023-02-10,-0.313
2719,2023-02-17,-0.298
2720,2023-02-24,-0.263
2721,2023-03-03,-0.214
2722,2023-03-10,-0.161
2723,2023-03-17,-0.115
2724,2023-03-24,-0.097
2725,2023-03-31,-0.109
2726,2023-04-07,-0.137
2727,2023-04-14,-0.174
2728,2023-04-21,-0.205
2729,2023-04-28,-0.222
2730,2023-05-05,-0.228
2731,2023-05-12,-0.229
2732,2023-05-19,-0.23
2733,2023-05-26,-0.232
2734,2023-06-02,-0.234
2735,2023-06-09,-0.23
2736,2023-06-16,-0.225
2737,2023-06-23,-0.22
2738,2023-06-30,-0.22
2739,2023-07-07,-0.227
2740,2023-07-14,-0.242
2741,2023-07-21,-0.26
2742,2023-07-28,-0.274
2743,2023-08-04,-0.283
2744,2023-08-11,-0.286
2745,2023-08-18,-0.284
2746,2023-08-25,-0.281
2747,2023-09-01,-0.28
2748,2023-09-08,-0.277
2749,2023-09-15,-0.275
2750,2023-09-22,-0.269
2751,2023-09-29,-0.258
2752,2023-10-06,-0.249
2753,2023-10-13,-0.244
2754,2023-10-20,-0.248
2755,2023-10-27,-0.261
2756,2023-11-03,-0.284
2757,2023-11-10,-0.308
2758,2023-11-17,-0.33
2759,2023-11-24,-0.347
2760,2023-12-01,-0.358
2761,2023-12-08,-0.366
2762,2023-12-15,-0.376
2763,2023-12-22,-0.388
2764,2023-12-29,-0.402
2765,2024-01-05,-0.417
2766,2024-01-12,-0.429
2767,2024-01-19,-0.436
2768,2024-01-26,-0.44
2769,2024-02-02,-0.443
2770,2024-02-09,-0.446
2771,2024-02-16,-0.452
2772,2024-02-23,-0.462
2773,2024-03-01,-0.472
2774,2024-03-08,-0.481
2775,2024-03-15,-0.485
2776,2024-03-22,-0.484
2777,2024-03-29,-0.476
2778,2024-04-05,-0.464
2779,2024-04-12,-0.45
2780,2024-04-19,-0.438
2781,2024-04-26,-0.432
2782,2024-05-03,-0.431
2783,2024-05-10,-0.432
2784,2024-05-17,-0.432
2785,2024-05-24,-0.426
2786,2024-05-31,-0.414
2787,2024-06-07,-0.398
2788,2024-06-14,-0.382
2789,2024-06-21,-0.371
2790,2024-06-28,-0.365
2791,2024-07-05,-0.362
2792,2024-07-12,-0.359
2793,2024-07-19,-0.355
2794,2024-07-26,-0.351
2795,2024-08-02,-0.351
2796,2024-08-09,-0.357
2797,2024-08-16,-0.373
2798,2024-08-23,-0.394
2799,2024-08-30,-0.416
2800,2024-09-06,-0.436
2801,2024-09-13,-0.452
2802,2024-09-20,-0.462
2803,2024-09-27,-0.471
2804,2024-10-04,-0.479
2805,2024-10-11,-0.486
2806,2024-10-18,-0.495
2807,2024-10-25,-0.504
2808,2024-11-01,-0.513
2809,2024-11-08,-0.522
2810,2024-11-15,-0.529
2811,2024-11-22,-0.531
2812,2024-11-29,-0.53
2813,2024-12-06,-0.526
2814,2024-12-13,-0.52
2815,2024-12-20,-0.516
2816,2024-12-27,-0.518
2817,2025-01-03,-0.522
2818,2025-01-10,-0.528
2819,2025-01-17,-0.531
2820,2025-01-24,-0.529
2821,2025-01-31,-0.521
2822,2025-02-07,-0.506
2823,2025-02-14,-0.49
2824,2025-02-21,-0.474
2825,2025-02-28,-0.461
2826,2025-03-07,-0.452
2827,2025-03-14,-0.443
2828,2025-03-21,-0.433
2829,2025-03-28,-0.42
2830,2025-04-04,-0.405
2831,2025-04-11,-0.394
2832,2025-04-18,-0.394
2833,2025-04-25,-0.405
2834,2025-05-02,-0.424
2835,2025-05-09,-0.447
2836,2025-05-16,-0.467
2837,2025-05-23,-0.478
2838,2025-05-30,-0.483
2839,2025-06-06,-0.483
2840,2025-06-13,-0.484
2841,2025-06-20,-0.488
2842,2025-06-27,-0.494
2843,2025-07-04,-0.501
2844,2025-07-11,-0.506
2845,2025-07-18,-0.508
2846,2025-07-25,-0.509
2847,2025-08-01,-0.509
2848,2025-08-08,-0.511
2849,2025-08-15,-0.514
2850,2025-08-22,-0.515
2851,2025-08-29,-0.517
2852,2025-09-05,-0.52
2853,2025-09-12,-0.525
2854,2025-09-19,-0.531
2855,2025-09-26,-0.539
2856,2025-10-03,-0.547
2857,2025-10-10,-0.552
2858,2025-10-17,-0.553
2859,2025-10-24,-0.553
2860,2025-10-31,-0.552
2861,2025-11-07,-0.553
2862,2025-11-14,-0.555
2863,2025-11-21,-0.555
2864,2025-11-28,-0.555
2865,2025-12-05,-0.554
2866,2025-12-12,-0.552
2867,2025-12-19,-0.555
2868,2025-12-26,-0.563
2869,2026-01-02,-0.573
2870,2026-01-09,-0.582
2871,2026-01-16,-0.588
2872,2026-01-23,-0.587
2873,2026-01-30,-0.581
2874,2026-02-06,-0.569
2875,2026-02-13,-0.554
2876,2026-02-20,-0.535
2877,2026-02-27,-0.515
2878,2026-03-06,-0.492
2879,2026-03-13,-0.47
2880,2026-03-20,-0.452
2881,2026-03-27,-0.438
2882,2026-04-03,-0.433
