Date,vix
2016-04-11 00:00:00-05:00,16.260000228881836
2016-04-12 00:00:00-05:00,14.850000381469727
2016-04-13 00:00:00-05:00,13.84000015258789
2016-04-14 00:00:00-05:00,13.720000267028809
2016-04-15 00:00:00-05:00,13.619999885559082
2016-04-18 00:00:00-05:00,13.350000381469727
2016-04-19 00:00:00-05:00,13.239999771118164
2016-04-20 00:00:00-05:00,13.279999732971191
2016-04-21 00:00:00-05:00,13.949999809265137
2016-04-22 00:00:00-05:00,13.220000267028809
2016-04-25 00:00:00-05:00,14.079999923706055
2016-04-26 00:00:00-05:00,13.960000038146973
2016-04-27 00:00:00-05:00,13.770000457763672
2016-04-28 00:00:00-05:00,15.220000267028809
2016-04-29 00:00:00-05:00,15.699999809265137
2016-05-02 00:00:00-05:00,14.680000305175781
2016-05-03 00:00:00-05:00,15.600000381469727
2016-05-04 00:00:00-05:00,16.049999237060547
2016-05-05 00:00:00-05:00,15.90999984741211
2016-05-06 00:00:00-05:00,14.720000267028809
2016-05-09 00:00:00-05:00,14.569999694824219
2016-05-10 00:00:00-05:00,13.630000114440918
2016-05-11 00:00:00-05:00,14.6899995803833
2016-05-12 00:00:00-05:00,14.40999984741211
2016-05-13 00:00:00-05:00,15.039999961853027
2016-05-16 00:00:00-05:00,14.680000305175781
2016-05-17 00:00:00-05:00,15.569999694824219
2016-05-18 00:00:00-05:00,15.949999809265137
2016-05-19 00:00:00-05:00,16.329999923706055
2016-05-20 00:00:00-05:00,15.199999809265137
2016-05-23 00:00:00-05:00,15.819999694824219
2016-05-24 00:00:00-05:00,14.420000076293945
2016-05-25 00:00:00-05:00,13.899999618530273
2016-05-26 00:00:00-05:00,13.430000305175781
2016-05-27 00:00:00-05:00,13.119999885559082
2016-05-31 00:00:00-05:00,14.1899995803833
2016-06-01 00:00:00-05:00,14.199999809265137
2016-06-02 00:00:00-05:00,13.630000114440918
2016-06-03 00:00:00-05:00,13.470000267028809
2016-06-06 00:00:00-05:00,13.649999618530273
2016-06-07 00:00:00-05:00,14.050000190734863
2016-06-08 00:00:00-05:00,14.079999923706055
2016-06-09 00:00:00-05:00,14.640000343322754
2016-06-10 00:00:00-05:00,17.030000686645508
2016-06-13 00:00:00-05:00,20.969999313354492
2016-06-14 00:00:00-05:00,20.5
2016-06-15 00:00:00-05:00,20.139999389648438
2016-06-16 00:00:00-05:00,19.3700008392334
2016-06-17 00:00:00-05:00,19.40999984741211
2016-06-20 00:00:00-05:00,18.3700008392334
2016-06-21 00:00:00-05:00,18.479999542236328
2016-06-22 00:00:00-05:00,21.170000076293945
2016-06-23 00:00:00-05:00,17.25
2016-06-24 00:00:00-05:00,25.760000228881836
2016-06-27 00:00:00-05:00,23.850000381469727
2016-06-28 00:00:00-05:00,18.75
2016-06-29 00:00:00-05:00,16.639999389648438
2016-06-30 00:00:00-05:00,15.630000114440918
2016-07-01 00:00:00-05:00,14.770000457763672
2016-07-05 00:00:00-05:00,15.579999923706055
2016-07-06 00:00:00-05:00,14.960000038146973
2016-07-07 00:00:00-05:00,14.760000228881836
2016-07-08 00:00:00-05:00,13.199999809265137
2016-07-11 00:00:00-05:00,13.539999961853027
2016-07-12 00:00:00-05:00,13.550000190734863
2016-07-13 00:00:00-05:00,13.039999961853027
2016-07-14 00:00:00-05:00,12.819999694824219
2016-07-15 00:00:00-05:00,12.670000076293945
2016-07-18 00:00:00-05:00,12.4399995803833
2016-07-19 00:00:00-05:00,11.970000267028809
2016-07-20 00:00:00-05:00,11.770000457763672
2016-07-21 00:00:00-05:00,12.739999771118164
2016-07-22 00:00:00-05:00,12.020000457763672
2016-07-25 00:00:00-05:00,12.869999885559082
2016-07-26 00:00:00-05:00,13.050000190734863
2016-07-27 00:00:00-05:00,12.829999923706055
2016-07-28 00:00:00-05:00,12.720000267028809
2016-07-29 00:00:00-05:00,11.869999885559082
2016-08-01 00:00:00-05:00,12.4399995803833
2016-08-02 00:00:00-05:00,13.369999885559082
2016-08-03 00:00:00-05:00,12.859999656677246
2016-08-04 00:00:00-05:00,12.420000076293945
2016-08-05 00:00:00-05:00,11.390000343322754
2016-08-08 00:00:00-05:00,11.5
2016-08-09 00:00:00-05:00,11.65999984741211
2016-08-10 00:00:00-05:00,12.050000190734863
2016-08-11 00:00:00-05:00,11.680000305175781
2016-08-12 00:00:00-05:00,11.550000190734863
2016-08-15 00:00:00-05:00,11.8100004196167
2016-08-16 00:00:00-05:00,12.640000343322754
2016-08-17 00:00:00-05:00,12.1899995803833
2016-08-18 00:00:00-05:00,11.430000305175781
2016-08-19 00:00:00-05:00,11.34000015258789
2016-08-22 00:00:00-05:00,12.270000457763672
2016-08-23 00:00:00-05:00,12.380000114440918
2016-08-24 00:00:00-05:00,13.449999809265137
2016-08-25 00:00:00-05:00,13.630000114440918
2016-08-26 00:00:00-05:00,13.649999618530273
2016-08-29 00:00:00-05:00,12.9399995803833
2016-08-30 00:00:00-05:00,13.119999885559082
2016-08-31 00:00:00-05:00,13.420000076293945
2016-09-01 00:00:00-05:00,13.479999542236328
2016-09-02 00:00:00-05:00,11.979999542236328
2016-09-06 00:00:00-05:00,12.020000457763672
2016-09-07 00:00:00-05:00,11.9399995803833
2016-09-08 00:00:00-05:00,12.510000228881836
2016-09-09 00:00:00-05:00,17.5
2016-09-12 00:00:00-05:00,15.15999984741211
2016-09-13 00:00:00-05:00,17.850000381469727
2016-09-14 00:00:00-05:00,18.139999389648438
2016-09-15 00:00:00-05:00,16.299999237060547
2016-09-16 00:00:00-05:00,15.369999885559082
2016-09-19 00:00:00-05:00,15.529999732971191
2016-09-20 00:00:00-05:00,15.920000076293945
2016-09-21 00:00:00-05:00,13.300000190734863
2016-09-22 00:00:00-05:00,12.020000457763672
2016-09-23 00:00:00-05:00,12.289999961853027
2016-09-26 00:00:00-05:00,14.5
2016-09-27 00:00:00-05:00,13.100000381469727
2016-09-28 00:00:00-05:00,12.390000343322754
2016-09-29 00:00:00-05:00,14.020000457763672
2016-09-30 00:00:00-05:00,13.289999961853027
2016-10-03 00:00:00-05:00,13.569999694824219
2016-10-04 00:00:00-05:00,13.630000114440918
2016-10-05 00:00:00-05:00,12.989999771118164
2016-10-06 00:00:00-05:00,12.84000015258789
2016-10-07 00:00:00-05:00,13.479999542236328
2016-10-10 00:00:00-05:00,13.380000114440918
2016-10-11 00:00:00-05:00,15.359999656677246
2016-10-12 00:00:00-05:00,15.90999984741211
2016-10-13 00:00:00-05:00,16.690000534057617
2016-10-14 00:00:00-05:00,16.1200008392334
2016-10-17 00:00:00-05:00,16.209999084472656
2016-10-18 00:00:00-05:00,15.279999732971191
2016-10-19 00:00:00-05:00,14.40999984741211
2016-10-20 00:00:00-05:00,13.75
2016-10-21 00:00:00-05:00,13.34000015258789
2016-10-24 00:00:00-05:00,13.020000457763672
2016-10-25 00:00:00-05:00,13.460000038146973
2016-10-26 00:00:00-05:00,14.239999771118164
2016-10-27 00:00:00-05:00,15.359999656677246
2016-10-28 00:00:00-05:00,16.190000534057617
2016-10-31 00:00:00-05:00,17.059999465942383
2016-11-01 00:00:00-05:00,18.559999465942383
2016-11-02 00:00:00-05:00,19.31999969482422
2016-11-03 00:00:00-05:00,22.079999923706055
2016-11-04 00:00:00-05:00,22.510000228881836
2016-11-07 00:00:00-06:00,18.709999084472656
2016-11-08 00:00:00-06:00,18.739999771118164
2016-11-09 00:00:00-06:00,14.380000114440918
2016-11-10 00:00:00-06:00,14.739999771118164
2016-11-11 00:00:00-06:00,14.170000076293945
2016-11-14 00:00:00-06:00,14.479999542236328
2016-11-15 00:00:00-06:00,13.369999885559082
2016-11-16 00:00:00-06:00,13.720000267028809
2016-11-17 00:00:00-06:00,13.350000381469727
2016-11-18 00:00:00-06:00,12.850000381469727
2016-11-21 00:00:00-06:00,12.420000076293945
2016-11-22 00:00:00-06:00,12.40999984741211
2016-11-23 00:00:00-06:00,12.430000305175781
2016-11-25 00:00:00-06:00,12.34000015258789
2016-11-28 00:00:00-06:00,13.149999618530273
2016-11-29 00:00:00-06:00,12.899999618530273
2016-11-30 00:00:00-06:00,13.329999923706055
2016-12-01 00:00:00-06:00,14.069999694824219
2016-12-02 00:00:00-06:00,14.119999885559082
